Category,Country,Customer ID,Order Date,Order ID,Payment Method,Product ID,Return Status,Review,Review Rating,Review Stars,Shipping Method,Table dim,Type Selected,# Customers,# Orders,# Products,Discount,Discount/Unit,Metric Selection,Metric Selection vs,Price,Profit,Profit/Unit,Quantity,Returned Quantity,Shipping Cost,Shipping Cost/Unit,Total Sales
Electronics,USA,3616,23-03-2023 00:00:00,ORDER01718,Bank Transfer,148,No,4 Stars,4,★★★★☆,Next Day,True,Bank Transfer,1,1,1,0.11,0.018333333,722.6,6.0,135.31,153.03,25.505,6,1,26.34,4.39,722.56
Electronics,USA,3587,20-02-2023 00:00:00,ORDER08571,Bank Transfer,964,No,4 Stars,4,★★★★☆,Next Day,True,Bank Transfer,1,1,1,0.24,0.24,628.1,1.0,826.5,142.05,142.05,1,2,41.78,41.78,628.14
Electronics,USA,1692,11-07-2023 00:00:00,ORDER04048,Bank Transfer,742,No,4 Stars,4,★★★★☆,Next Day,True,Bank Transfer,1,1,1,0.39,0.04875,78.4,8.0,16.06,18.94,2.3675,8,5,39.87,4.98375,78.37
Electronics,USA,6694,16-04-2023 00:00:00,ORDER09857,Bank Transfer,777,No,5 Stars,5,★★★★★,Next Day,True,Bank Transfer,1,1,1,0.11,0.036666667,585.3,3.0,219.22,109.51,36.503333333,3,0,37.19,12.396666667,585.32
Electronics,USA,7181,07-07-2023 00:00:00,ORDER02693,Bank Transfer,981,No,5 Stars,5,★★★★★,Next Day,True,Bank Transfer,1,1,1,0.07,0.014,"2,228.5",5.0,479.25,281.11,56.222,5,1,25.7,5.14,2228.51
Electronics,USA,2218,07-08-2023 00:00:00,ORDER05201,Bank Transfer,490,No,5 Stars,5,★★★★★,Next Day,True,Bank Transfer,1,1,1,0.07,0.035,"1,672.2",2.0,899.03,369.46,184.73,2,2,13.2,6.6,1672.2
Electronics,USA,2093,14-05-2023 00:00:00,ORDER08119,Bank Transfer,396,No,5 Stars,5,★★★★★,Next Day,True,Bank Transfer,1,1,1,0.38,0.0475,"2,291.9",8.0,462.08,465.09,58.13625,8,4,35.78,4.4725,2291.92
Home,USA,4287,12-03-2023 00:00:00,ORDER04797,Bank Transfer,733,No,1 Stars,1,★☆☆☆☆,Next Day,True,Bank Transfer,1,1,1,0.39,0.195,805.9,2.0,660.58,167.6,83.8,2,1,22.89,11.445,805.91
Home,USA,6798,08-04-2023 00:00:00,ORDER02584,Bank Transfer,860,No,1 Stars,1,★☆☆☆☆,Next Day,True,Bank Transfer,1,1,1,0.16,0.026666667,"3,868.0",6.0,767.46,726.8,121.133333333,6,3,6.9,1.15,3868
Home,USA,7120,22-01-2023 00:00:00,ORDER02101,Bank Transfer,945,No,2 Stars,2,★★☆☆☆,Next Day,True,Bank Transfer,1,1,1,0.19,0.095,848.9,2.0,524.02,188.62,94.31,2,2,22.13,11.065,848.91
Home,USA,6240,27-01-2023 00:00:00,ORDER04284,Bank Transfer,880,No,2 Stars,2,★★☆☆☆,Next Day,True,Bank Transfer,1,1,1,0.24,0.12,777.9,2.0,511.77,206.15,103.075,2,3,16.4,8.2,777.89
Home,USA,2145,23-09-2023 00:00:00,ORDER08511,Bank Transfer,632,No,2 Stars,2,★★☆☆☆,Next Day,True,Bank Transfer,1,1,1,0.22,0.022,"1,578.6",10.0,202.38,259.93,25.993,10,4,47.82,4.782,1578.56
Home,USA,7530,02-01-2023 00:00:00,ORDER05127,Bank Transfer,903,No,3 Stars,3,★★★☆☆,Next Day,True,Bank Transfer,1,1,1,0.37,0.037,"3,494.9",10.0,554.74,452.18,45.218,10,0,43.9,4.39,3494.86
Home,USA,3643,21-10-2023 00:00:00,ORDER04401,Bank Transfer,823,No,3 Stars,3,★★★☆☆,Next Day,True,Bank Transfer,1,1,1,0.3,0.06,"3,252.8",5.0,929.37,333.81,66.762,5,1,17.73,3.546,3252.8
Home,USA,6699,06-12-2023 00:00:00,ORDER07499,Bank Transfer,242,No,3 Stars,3,★★★☆☆,Next Day,True,Bank Transfer,1,1,1,0.2,0.022222222,"3,369.0",9.0,467.92,397.56,44.173333333,9,3,3.65,0.405555556,3369.02
Home,USA,4186,03-05-2023 00:00:00,ORDER04161,Bank Transfer,462,No,4 Stars,4,★★★★☆,Next Day,True,Bank Transfer,1,1,1,0.14,0.14,107.7,1.0,125.19,19.92,19.92,1,3,38.1,38.1,107.66
Home,USA,7903,25-02-2023 00:00:00,ORDER03244,Bank Transfer,56,No,4 Stars,4,★★★★☆,Next Day,True,Bank Transfer,1,1,1,0.06,0.01,"4,138.3",6.0,733.74,1220.38,203.396666667,6,3,27.31,4.551666667,4138.29
Home,USA,1782,28-03-2023 00:00:00,ORDER01370,Bank Transfer,253,No,4 Stars,4,★★★★☆,Next Day,True,Bank Transfer,1,1,1,0.05,0.0125,361.0,4.0,95.01,83.69,20.9225,4,4,8.21,2.0525,361.04
Home,USA,2761,05-04-2023 00:00:00,ORDER04566,Bank Transfer,803,No,5 Stars,5,★★★★★,Next Day,True,Bank Transfer,1,1,1,0.33,0.066,136.5,5.0,40.73,29.63,5.926,5,3,29.63,5.926,136.45
Home,USA,2437,21-06-2023 00:00:00,ORDER09322,Bank Transfer,332,No,5 Stars,5,★★★★★,Next Day,True,Bank Transfer,1,1,1,0.39,0.39,585.7,1.0,960.2,63.46,63.46,1,5,24.75,24.75,585.72
Sports,USA,4510,27-09-2023 00:00:00,ORDER04958,Bank Transfer,23,No,2 Stars,2,★★☆☆☆,Next Day,True,Bank Transfer,1,1,1,0.09,0.012857143,246.8,7.0,38.75,53.72,7.674285714,7,5,18.44,2.634285714,246.84
Sports,USA,7290,13-12-2023 00:00:00,ORDER01433,Bank Transfer,898,No,3 Stars,3,★★★☆☆,Next Day,True,Bank Transfer,1,1,1,0.12,0.03,"1,043.6",4.0,296.48,270.68,67.67,4,0,33.91,8.4775,1043.61
Sports,USA,4482,07-12-2023 00:00:00,ORDER01637,Bank Transfer,206,No,3 Stars,3,★★★☆☆,Next Day,True,Bank Transfer,1,1,1,0.15,0.016666667,356.5,9.0,46.6,106.46,11.828888889,9,4,33.31,3.701111111,356.49
Sports,USA,4926,17-09-2023 00:00:00,ORDER01441,Bank Transfer,809,No,4 Stars,4,★★★★☆,Next Day,True,Bank Transfer,1,1,1,0.14,0.14,136.7,1.0,158.96,27.76,27.76,1,1,22.38,22.38,136.71
Sports,USA,4552,11-11-2023 00:00:00,ORDER02410,Bank Transfer,52,No,4 Stars,4,★★★★☆,Next Day,True,Bank Transfer,1,1,1,0.34,0.113333333,"1,914.7",3.0,967.01,445.4,148.466666667,3,1,5.69,1.896666667,1914.68
Sports,USA,4777,10-01-2023 00:00:00,ORDER04944,Bank Transfer,603,No,4 Stars,4,★★★★☆,Next Day,True,Bank Transfer,1,1,1,0.24,0.06,"1,132.9",4.0,372.66,160.72,40.18,4,1,37.45,9.3625,1132.89
Sports,USA,2958,08-09-2023 00:00:00,ORDER07710,Bank Transfer,193,No,4 Stars,4,★★★★☆,Next Day,True,Bank Transfer,1,1,1,0.22,0.036666667,"2,527.8",6.0,540.12,593.38,98.896666667,6,1,44.91,7.485,2527.76
Sports,USA,6222,01-08-2023 00:00:00,ORDER07087,Bank Transfer,345,No,4 Stars,4,★★★★☆,Next Day,True,Bank Transfer,1,1,1,0.26,0.26,593.7,1.0,802.26,150.83,150.83,1,4,46.16,46.16,593.67
Sports,USA,8453,12-03-2023 00:00:00,ORDER04013,Bank Transfer,175,No,4 Stars,4,★★★★☆,Next Day,True,Bank Transfer,1,1,1,0.32,0.045714286,"1,616.0",7.0,339.5,258.28,36.897142857,7,4,10.67,1.524285714,1616.02
Sports,USA,7984,12-07-2023 00:00:00,ORDER01030,Bank Transfer,691,No,5 Stars,5,★★★★★,Next Day,True,Bank Transfer,1,1,1,0.17,0.018888889,"6,350.2",9.0,850.09,1747.57,194.174444444,9,1,14.24,1.582222222,6350.17
Books,Canada,2326,17-11-2023 00:00:00,ORDER02544,Cash,968,No,1 Stars,1,★☆☆☆☆,Next Day,True,Cash,1,1,1,0.19,0.021111111,"5,400.0",9.0,740.74,548.46,60.94,9,5,46.66,5.184444444,5399.99
Books,Canada,1975,13-05-2023 00:00:00,ORDER01019,Cash,267,No,2 Stars,2,★★☆☆☆,Next Day,True,Cash,1,1,1,0.06,0.01,"1,747.4",6.0,309.83,418.84,69.806666667,6,3,40.12,6.686666667,1747.44
Books,Canada,1585,25-07-2023 00:00:00,ORDER01420,Cash,827,No,2 Stars,2,★★☆☆☆,Next Day,True,Cash,1,1,1,0.18,0.03,"2,318.9",6.0,471.33,338.7,56.45,6,3,24.35,4.058333333,2318.94
Books,Canada,6663,16-04-2023 00:00:00,ORDER07704,Cash,141,No,3 Stars,3,★★★☆☆,Next Day,True,Cash,1,1,1,0.07,0.007777778,732.0,9.0,87.45,219.12,24.346666667,9,0,4.46,0.495555556,731.96
Books,Canada,3675,02-12-2023 00:00:00,ORDER02966,Cash,751,No,3 Stars,3,★★★☆☆,Next Day,True,Cash,1,1,1,0.32,0.16,997.4,2.0,733.38,219.11,109.555,2,4,39.87,19.935,997.4
Books,Canada,1429,06-10-2023 00:00:00,ORDER01776,Cash,39,No,3 Stars,3,★★★☆☆,Next Day,True,Cash,1,1,1,0.31,0.031,"2,690.5",10.0,389.92,317.01,31.701,10,4,28.27,2.827,2690.45
Books,Canada,5310,22-04-2023 00:00:00,ORDER06986,Cash,108,No,4 Stars,4,★★★★☆,Next Day,True,Cash,1,1,1,0.33,0.033,"2,087.3",10.0,311.53,533.94,53.394,10,1,29.85,2.985,2087.25
Books,Canada,9341,06-09-2023 00:00:00,ORDER08338,Cash,666,No,4 Stars,4,★★★★☆,Next Day,True,Cash,1,1,1,0.31,0.062,"3,062.5",5.0,887.69,526.01,105.202,5,4,25.23,5.046,3062.53
Books,Canada,8154,09-01-2023 00:00:00,ORDER01275,Cash,630,No,5 Stars,5,★★★★★,Next Day,True,Cash,1,1,1,0.2,0.04,"1,232.1",5.0,308.02,155.65,31.13,5,3,46.11,9.222,1232.08
Clothing,Canada,9298,13-06-2023 00:00:00,ORDER03604,Cash,864,No,1 Stars,1,★☆☆☆☆,Next Day,True,Cash,1,1,1,0.25,0.083333333,"1,426.7",3.0,634.1,374.12,124.706666667,3,0,30.3,10.1,1426.72
Clothing,Canada,6994,21-10-2023 00:00:00,ORDER03719,Cash,95,No,1 Stars,1,★☆☆☆☆,Next Day,True,Cash,1,1,1,0.24,0.24,569.9,1.0,749.86,159.69,159.69,1,2,4.83,4.83,569.89
Clothing,Canada,7904,07-04-2023 00:00:00,ORDER04640,Cash,984,No,1 Stars,1,★☆☆☆☆,Next Day,True,Cash,1,1,1,0.16,0.032,"3,709.1",5.0,883.12,418.01,83.602,5,2,38.14,7.628,3709.1
Clothing,Canada,2960,22-02-2023 00:00:00,ORDER05999,Cash,527,No,1 Stars,1,★☆☆☆☆,Next Day,True,Cash,1,1,1,0.32,0.32,540.6,1.0,795.06,135.97,135.97,1,5,37.89,37.89,540.64
Clothing,Canada,3926,23-05-2023 00:00:00,ORDER07306,Cash,241,No,2 Stars,2,★★☆☆☆,Next Day,True,Cash,1,1,1,0.18,0.18,619.3,1.0,755.24,104.61,104.61,1,2,36.82,36.82,619.3
Clothing,Canada,7176,02-01-2023 00:00:00,ORDER04363,Cash,745,No,2 Stars,2,★★☆☆☆,Next Day,True,Cash,1,1,1,0.13,0.065,"1,307.0",2.0,751.17,280.46,140.23,2,4,16.42,8.21,1307.04
Clothing,Canada,8470,04-12-2023 00:00:00,ORDER06009,Cash,250,No,2 Stars,2,★★☆☆☆,Next Day,True,Cash,1,1,1,0.29,0.096666667,312.8,3.0,146.85,85.48,28.493333333,3,5,3.01,1.003333333,312.79
Clothing,Canada,3998,25-04-2023 00:00:00,ORDER05511,Cash,931,No,3 Stars,3,★★★☆☆,Next Day,True,Cash,1,1,1,0.18,0.18,495.3,1.0,604.03,114.69,114.69,1,0,14.96,14.96,495.3
Clothing,Canada,9024,14-11-2023 00:00:00,ORDER05283,Cash,353,No,3 Stars,3,★★★☆☆,Next Day,True,Cash,1,1,1,0.14,0.014,"3,747.0",10.0,435.7,625.15,62.515,10,1,18.34,1.834,3747.02
Clothing,Canada,6154,17-01-2023 00:00:00,ORDER09991,Cash,910,No,3 Stars,3,★★★☆☆,Next Day,True,Cash,1,1,1,0.3,0.15,228.0,2.0,162.85,30.8,15.4,2,4,39.11,19.555,227.99
Clothing,Canada,5996,08-07-2023 00:00:00,ORDER08524,Cash,908,No,3 Stars,3,★★★☆☆,Next Day,True,Cash,1,1,1,0.21,0.023333333,"1,851.2",9.0,260.37,349.81,38.867777778,9,5,22.1,2.455555556,1851.23
Clothing,Canada,3557,20-06-2023 00:00:00,ORDER04936,Cash,778,No,5 Stars,5,★★★★★,Next Day,True,Cash,1,1,1,0.2,0.028571429,"1,428.3",7.0,255.05,357.11,51.015714286,7,2,9.89,1.412857143,1428.28
Clothing,Canada,2820,15-08-2023 00:00:00,ORDER08909,Cash,241,No,5 Stars,5,★★★★★,Next Day,True,Cash,1,1,1,0.26,0.028888889,"4,263.3",9.0,640.13,707.94,78.66,9,5,23.24,2.582222222,4263.27
Electronics,Canada,9982,13-09-2023 00:00:00,ORDER09692,Cash,321,No,1 Stars,1,★☆☆☆☆,Next Day,True,Cash,1,1,1,0.07,0.014,"3,586.5",5.0,771.28,745.34,149.068,5,3,4.95,0.99,3586.45
Electronics,Canada,8534,05-08-2023 00:00:00,ORDER05105,Cash,700,No,1 Stars,1,★☆☆☆☆,Next Day,True,Cash,1,1,1,0.06,0.01,"1,709.3",6.0,303.07,255.39,42.565,6,3,36.82,6.136666667,1709.31
Electronics,Canada,4655,01-06-2023 00:00:00,ORDER01577,Cash,923,No,2 Stars,2,★★☆☆☆,Next Day,True,Cash,1,1,1,0.23,0.025555556,916.2,9.0,132.2,107.72,11.968888889,9,4,49.6,5.511111111,916.15
Electronics,Canada,7266,04-02-2023 00:00:00,ORDER01630,Cash,76,No,2 Stars,2,★★☆☆☆,Next Day,True,Cash,1,1,1,0.23,0.023,"2,209.3",10.0,286.92,313.47,31.347,10,4,10.59,1.059,2209.28
Electronics,Canada,7411,28-11-2023 00:00:00,ORDER01779,Cash,550,No,3 Stars,3,★★★☆☆,Next Day,True,Cash,1,1,1,0.26,0.26,209.2,1.0,282.68,45.23,45.23,1,3,46,46,209.18
Electronics,Canada,8313,16-04-2023 00:00:00,ORDER09538,Cash,826,No,4 Stars,4,★★★★☆,Next Day,True,Cash,1,1,1,0.07,0.07,569.0,1.0,611.83,86.35,86.35,1,1,17.92,17.92,569
Electronics,Canada,7618,18-02-2023 00:00:00,ORDER03104,Cash,163,No,4 Stars,4,★★★★☆,Next Day,True,Cash,1,1,1,0.28,0.28,609.0,1.0,845.78,87.01,87.01,1,3,45.49,45.49,608.96
Electronics,Canada,1544,28-04-2023 00:00:00,ORDER06545,Cash,717,No,4 Stars,4,★★★★☆,Next Day,True,Cash,1,1,1,0.29,0.058,"3,032.3",5.0,854.18,702.91,140.582,5,4,43.41,8.682,3032.34
Electronics,Canada,8026,21-01-2023 00:00:00,ORDER01033,Cash,333,No,5 Stars,5,★★★★★,Next Day,True,Cash,1,1,1,0.2,0.2,397.9,1.0,497.38,56.97,56.97,1,2,29.57,29.57,397.9
Electronics,Canada,1707,22-01-2023 00:00:00,ORDER01526,Cash,679,No,5 Stars,5,★★★★★,Next Day,True,Cash,1,1,1,0.36,0.036,"3,517.4",10.0,549.59,405.73,40.573,10,3,16.71,1.671,3517.38
Home,Canada,7501,04-01-2023 00:00:00,ORDER06810,Cash,92,No,1 Stars,1,★☆☆☆☆,Next Day,True,Cash,1,1,1,0.25,0.083333333,"1,623.4",3.0,721.49,302.78,100.926666667,3,2,25.94,8.646666667,1623.35
Home,Canada,9968,11-02-2023 00:00:00,ORDER05463,Cash,207,No,1 Stars,1,★☆☆☆☆,Next Day,True,Cash,1,1,1,0.1,0.025,"2,472.7",4.0,686.87,565,141.25,4,5,2.23,0.5575,2472.73
Home,Canada,7630,07-06-2023 00:00:00,ORDER06874,Cash,910,No,2 Stars,2,★★☆☆☆,Next Day,True,Cash,1,1,1,0.39,0.13,"1,471.7",3.0,804.22,340.02,113.34,3,0,30.06,10.02,1471.72
Home,Canada,6562,16-02-2023 00:00:00,ORDER09411,Cash,776,No,2 Stars,2,★★☆☆☆,Next Day,True,Cash,1,1,1,0.2,0.2,598.1,1.0,747.61,175.6,175.6,1,2,42.32,42.32,598.09
Home,Canada,2667,25-06-2023 00:00:00,ORDER04836,Cash,516,No,2 Stars,2,★★☆☆☆,Next Day,True,Cash,1,1,1,0.12,0.017142857,"1,938.0",7.0,314.61,198.6,28.371428571,7,2,36.83,5.261428571,1938
Home,Canada,4177,28-07-2023 00:00:00,ORDER03834,Cash,356,No,2 Stars,2,★★☆☆☆,Next Day,True,Cash,1,1,1,0.29,0.029,"1,686.6",10.0,237.55,214.57,21.457,10,3,3.45,0.345,1686.6
Home,Canada,5789,12-09-2023 00:00:00,ORDER09360,Cash,31,No,3 Stars,3,★★★☆☆,Next Day,True,Cash,1,1,1,0.15,0.01875,"1,759.4",8.0,258.73,413.72,51.715,8,3,6.31,0.78875,1759.36
Home,Canada,6050,13-02-2023 00:00:00,ORDER08201,Cash,151,No,4 Stars,4,★★★★☆,Next Day,True,Cash,1,1,1,0.3,0.033333333,"4,831.3",9.0,766.87,778.72,86.524444444,9,3,7.56,0.84,4831.28
Home,Canada,7637,13-11-2023 00:00:00,ORDER04010,Cash,3,No,4 Stars,4,★★★★☆,Next Day,True,Cash,1,1,1,0.26,0.026,"5,643.2",10.0,762.59,1121.65,112.165,10,5,18.45,1.845,5643.17
Home,Canada,5720,21-01-2023 00:00:00,ORDER03924,Cash,280,No,5 Stars,5,★★★★★,Next Day,True,Cash,1,1,1,0.08,0.026666667,"1,311.7",3.0,475.24,208.5,69.5,3,0,42.13,14.043333333,1311.66
Home,Canada,3320,07-11-2023 00:00:00,ORDER03860,Cash,101,No,5 Stars,5,★★★★★,Next Day,True,Cash,1,1,1,0.14,0.023333333,"3,169.8",6.0,614.31,337.6,56.266666667,6,1,4.39,0.731666667,3169.84
Sports,Canada,4765,21-06-2023 00:00:00,ORDER01330,Cash,302,No,1 Stars,1,★☆☆☆☆,Next Day,True,Cash,1,1,1,0.08,0.011428571,"3,166.4",7.0,491.67,425.34,60.762857143,7,1,45.84,6.548571429,3166.35
Sports,Canada,3656,02-08-2023 00:00:00,ORDER09241,Cash,635,No,1 Stars,1,★☆☆☆☆,Next Day,True,Cash,1,1,1,0.17,0.085,565.4,2.0,340.61,134.06,67.03,2,2,8.28,4.14,565.41
Sports,Canada,4105,25-02-2023 00:00:00,ORDER08959,Cash,106,No,2 Stars,2,★★☆☆☆,Next Day,True,Cash,1,1,1,0.14,0.023333333,"2,497.9",6.0,484.09,281.32,46.886666667,6,1,34.91,5.818333333,2497.9
Sports,Canada,8666,02-11-2023 00:00:00,ORDER04074,Cash,513,No,2 Stars,2,★★☆☆☆,Next Day,True,Cash,1,1,1,0.33,0.0825,"2,621.0",4.0,977.97,580.28,145.07,4,2,27.78,6.945,2620.96
Sports,Canada,5710,28-08-2023 00:00:00,ORDER01942,Cash,993,No,2 Stars,2,★★☆☆☆,Next Day,True,Cash,1,1,1,0.25,0.03125,"2,086.8",8.0,347.8,533.46,66.6825,8,2,34.09,4.26125,2086.8
Sports,Canada,9302,06-05-2023 00:00:00,ORDER08911,Cash,83,No,2 Stars,2,★★☆☆☆,Next Day,True,Cash,1,1,1,0.28,0.04,"2,268.3",7.0,450.05,386.23,55.175714286,7,5,21.99,3.141428571,2268.25
Sports,Canada,2268,27-06-2023 00:00:00,ORDER09216,Cash,937,No,2 Stars,2,★★☆☆☆,Next Day,True,Cash,1,1,1,0.28,0.028,"7,028.2",10.0,976.14,982.71,98.271,10,5,42.5,4.25,7028.21
Sports,Canada,6100,03-08-2023 00:00:00,ORDER01564,Cash,478,No,2 Stars,2,★★☆☆☆,Next Day,True,Cash,1,1,1,0.33,0.033,"1,463.6",10.0,218.44,161.27,16.127,10,5,18.53,1.853,1463.55
Sports,Canada,3442,25-06-2023 00:00:00,ORDER02811,Cash,773,No,3 Stars,3,★★★☆☆,Next Day,True,Cash,1,1,1,0.23,0.025555556,"6,115.1",9.0,882.41,1310.13,145.57,9,1,20.4,2.266666667,6115.1
Sports,Canada,9497,12-06-2023 00:00:00,ORDER05745,Cash,405,No,3 Stars,3,★★★☆☆,Next Day,True,Cash,1,1,1,0.13,0.0325,"1,448.7",4.0,416.29,229.79,57.4475,4,3,38.2,9.55,1448.69
Sports,Canada,1229,06-07-2023 00:00:00,ORDER09880,Cash,158,No,3 Stars,3,★★★☆☆,Next Day,True,Cash,1,1,1,0.38,0.095,"1,663.9",4.0,670.92,497.88,124.47,4,4,7.39,1.8475,1663.88
Sports,Canada,6068,18-07-2023 00:00:00,ORDER09888,Cash,454,No,4 Stars,4,★★★★☆,Next Day,True,Cash,1,1,1,0.28,0.093333333,404.4,3.0,187.21,120.97,40.323333333,3,0,25.81,8.603333333,404.37
Sports,Canada,9426,20-12-2023 00:00:00,ORDER05148,Cash,496,No,4 Stars,4,★★★★☆,Next Day,True,Cash,1,1,1,0.32,0.32,369.1,1.0,542.76,92.39,92.39,1,1,34.03,34.03,369.08
Sports,Canada,3191,02-11-2023 00:00:00,ORDER03787,Cash,971,No,4 Stars,4,★★★★☆,Next Day,True,Cash,1,1,1,0.26,0.026,"4,386.1",10.0,592.71,848.51,84.851,10,4,26.27,2.627,4386.05
Sports,Canada,9411,03-11-2023 00:00:00,ORDER05508,Cash,794,No,5 Stars,5,★★★★★,Next Day,True,Cash,1,1,1,0.17,0.17,319.2,1.0,384.59,83.97,83.97,1,1,7.64,7.64,319.21
Sports,Canada,4299,13-03-2023 00:00:00,ORDER04267,Cash,870,No,5 Stars,5,★★★★★,Next Day,True,Cash,1,1,1,0.23,0.02875,"4,009.1",8.0,650.83,614.14,76.7675,8,1,38.34,4.7925,4009.11
Sports,Canada,1480,27-05-2023 00:00:00,ORDER02479,Cash,97,No,5 Stars,5,★★★★★,Next Day,True,Cash,1,1,1,0.23,0.23,175.8,1.0,228.34,50.38,50.38,1,2,32.3,32.3,175.82
Sports,Canada,3304,16-03-2023 00:00:00,ORDER08767,Cash,854,No,5 Stars,5,★★★★★,Next Day,True,Cash,1,1,1,0.07,0.007777778,"2,023.6",9.0,241.77,418.51,46.501111111,9,2,12.28,1.364444444,2023.61
Sports,Canada,3632,24-08-2023 00:00:00,ORDER08231,Cash,548,No,5 Stars,5,★★★★★,Next Day,True,Cash,1,1,1,0.13,0.065,"1,645.8",2.0,945.87,281.88,140.94,2,4,4.56,2.28,1645.81
Sports,Canada,1377,26-01-2023 00:00:00,ORDER03108,Cash,394,No,5 Stars,5,★★★★★,Next Day,True,Cash,1,1,1,0.05,0.008333333,"2,067.3",6.0,362.68,268.13,44.688333333,6,4,19.82,3.303333333,2067.28
Books,France,7777,24-10-2023 00:00:00,ORDER02012,Cash,313,No,1 Stars,1,★☆☆☆☆,Next Day,True,Cash,1,1,1,0.35,0.04375,"4,522.0",8.0,869.62,517.05,64.63125,8,0,39.38,4.9225,4522.02
Books,France,5003,03-02-2023 00:00:00,ORDER09029,Cash,669,No,1 Stars,1,★☆☆☆☆,Next Day,True,Cash,1,1,1,0.09,0.012857143,"2,152.5",7.0,337.91,391.95,55.992857143,7,4,11.04,1.577142857,2152.49
Books,France,2153,18-02-2023 00:00:00,ORDER01890,Cash,917,No,1 Stars,1,★☆☆☆☆,Next Day,True,Cash,1,1,1,0.19,0.02375,"4,804.4",8.0,741.42,1360.43,170.05375,8,4,3.77,0.47125,4804.4
Books,France,7625,16-10-2023 00:00:00,ORDER02416,Cash,320,No,2 Stars,2,★★☆☆☆,Next Day,True,Cash,1,1,1,0.26,0.052,"2,824.7",5.0,763.42,282.69,56.538,5,1,27.13,5.426,2824.65
Books,France,2110,12-07-2023 00:00:00,ORDER02144,Cash,764,No,2 Stars,2,★★☆☆☆,Next Day,True,Cash,1,1,1,0.06,0.06,353.3,1.0,375.84,93.17,93.17,1,2,8.71,8.71,353.29
Books,France,1375,08-03-2023 00:00:00,ORDER02463,Cash,346,No,2 Stars,2,★★☆☆☆,Next Day,True,Cash,1,1,1,0.19,0.019,"7,077.2",10.0,873.73,1474.26,147.426,10,2,3.08,0.308,7077.21
Books,France,1905,19-02-2023 00:00:00,ORDER02268,Cash,986,No,3 Stars,3,★★★☆☆,Next Day,True,Cash,1,1,1,0.29,0.096666667,"1,667.0",3.0,782.62,472.39,157.463333333,3,2,45.29,15.096666667,1666.98
Books,France,6907,01-10-2023 00:00:00,ORDER02074,Cash,493,No,3 Stars,3,★★★☆☆,Next Day,True,Cash,1,1,1,0.16,0.032,"2,523.2",5.0,600.75,274.25,54.85,5,2,37.7,7.54,2523.15
Books,France,5304,26-09-2023 00:00:00,ORDER03082,Cash,40,No,3 Stars,3,★★★☆☆,Next Day,True,Cash,1,1,1,0.34,0.17,464.9,2.0,352.22,117.82,58.91,2,3,49.04,24.52,464.93
Books,France,2290,09-03-2023 00:00:00,ORDER09612,Cash,956,No,3 Stars,3,★★★☆☆,Next Day,True,Cash,1,1,1,0.33,0.0825,"1,882.6",4.0,702.45,414.77,103.6925,4,4,11.66,2.915,1882.57
Books,France,4217,12-05-2023 00:00:00,ORDER05700,Cash,479,No,3 Stars,3,★★★☆☆,Next Day,True,Cash,1,1,1,0.29,0.03625,"2,701.7",8.0,475.65,659.78,82.4725,8,4,9.88,1.235,2701.69
Books,France,9378,17-08-2023 00:00:00,ORDER05366,Cash,285,No,3 Stars,3,★★★☆☆,Next Day,True,Cash,1,1,1,0.18,0.018,998.0,10.0,121.71,250.39,25.039,10,5,40.1,4.01,998.02
Books,France,7595,24-05-2023 00:00:00,ORDER03420,Cash,564,No,4 Stars,4,★★★★☆,Next Day,True,Cash,1,1,1,0.08,0.08,465.2,1.0,505.68,96.97,96.97,1,0,29.63,29.63,465.23
Books,France,1671,04-10-2023 00:00:00,ORDER04136,Cash,398,No,4 Stars,4,★★★★☆,Next Day,True,Cash,1,1,1,0.35,0.058333333,"3,661.5",6.0,938.85,840.09,140.015,6,3,28.14,4.69,3661.52
Books,France,1866,11-04-2023 00:00:00,ORDER01055,Cash,605,No,5 Stars,5,★★★★★,Next Day,True,Cash,1,1,1,0.37,0.123333333,979.9,3.0,518.44,252.53,84.176666667,3,0,2.08,0.693333333,979.85
Books,France,8206,07-05-2023 00:00:00,ORDER06332,Cash,519,No,5 Stars,5,★★★★★,Next Day,True,Cash,1,1,1,0.37,0.052857143,"2,022.3",7.0,458.57,519.01,74.144285714,7,0,20.54,2.934285714,2022.29
Books,France,1800,09-02-2023 00:00:00,ORDER02407,Cash,378,No,5 Stars,5,★★★★★,Next Day,True,Cash,1,1,1,0.09,0.0225,"1,441.7",4.0,396.07,307.45,76.8625,4,1,46.82,11.705,1441.69
Books,France,5118,16-10-2023 00:00:00,ORDER09893,Cash,217,No,5 Stars,5,★★★★★,Next Day,True,Cash,1,1,1,0.3,0.03,168.2,10.0,24.03,48.56,4.856,10,2,16.74,1.674,168.21
Clothing,France,7464,14-08-2023 00:00:00,ORDER05349,Cash,704,No,1 Stars,1,★☆☆☆☆,Next Day,True,Cash,1,1,1,0.16,0.026666667,"2,569.4",6.0,509.81,655.45,109.241666667,6,0,8.23,1.371666667,2569.44
Clothing,France,3196,27-04-2023 00:00:00,ORDER02293,Cash,281,No,1 Stars,1,★☆☆☆☆,Next Day,True,Cash,1,1,1,0.09,0.045,"1,161.4",2.0,638.14,221.02,110.51,2,1,37.58,18.79,1161.41
